GS_minus_C0,RCS_minus_C0,RCS_minus_GS,replicate
-0.0028520286358975078,-0.0035886714336414993,-0.0007366427977439916,324
-0.001815289234185391,-0.002519181759907063,-0.0007038925257216722,325
-0.0019164535334443844,-0.0016825148354692177,0.00023393869797516675,326
-0.002364208812742352,-0.0021615330827124968,0.0002026757300298554,327
-0.0033132419073791386,-0.003420438989877983,-0.00010719708249884441,328
-0.0022505316260307273,-0.002109910193619391,0.0001406214324113364,329
-0.003066364555245893,-0.0034253832952205743,-0.00035901873997468137,330
-0.001036400337632637,-0.0013477686425702462,-0.00031136830493760925,331
-0.002317490976309844,-0.0018480888170819831,0.00046940215922786077,332
-0.003190121987601491,-0.0025506184909644958,0.000639503496636995,333
-0.001906924143998956,-0.002150104098611272,-0.0002431799546123159,334
-0.0027363493461224353,-0.0029593734710081643,-0.00022302412488572898,335
-0.0017115750650801287,-0.001008576934595884,0.0007029981304842448,336
-0.002443272452303913,-0.003498281952409421,-0.0010550095001055082,337
-0.0016668442628198221,-0.002420275940087313,-0.0007534316772674909,338
-0.002821682145452198,-0.0025830806215152435,0.00023860152393695433,339
-0.002886958775334625,-0.0031650366667177465,-0.00027807789138312167,340
-0.0024362645077613543,-0.0025734311890549533,-0.000137166681293599,341
-0.001927359202875789,-0.002496913100473286,-0.0005695538975974967,342
-0.002413620799699756,-0.0027889066697007747,-0.00037528587000101865,343
-0.0008351224957960923,-0.0014950908140521912,-0.0006599683182560989,344
-0.0026732889385505665,-0.0033295294663342467,-0.0006562405277836802,345
-0.0014816803159490854,-0.0021184719084712533,-0.0006367915925221679,346
-0.0038910861695331533,-0.0033454508969394947,0.0005456352725936586,347
-0.003341171100237794,-0.0034492652143758296,-0.00010809411413803538,348
-0.0030872747684645985,-0.0032716988524152946,-0.0001844240839506961,349
-0.0023382171015472464,-0.0029403871356807887,-0.0006021700341335423,350
-0.0024882510636351496,-0.0033299935036146255,-0.000841742439979476,351
-0.0034062412076629744,-0.002932159108925081,0.00047408209873789353,352
-0.00140209946088099,-0.0017771751038442307,-0.0003750756429632407,353
-0.0021030251080451645,-0.0024370799960289347,-0.00033405488798377014,354
-0.002794191177798666,-0.002641369577553121,0.00015282160024554514,355
-0.0009354518727868744,-0.0016860696395184505,-0.0007506177667315761,356
-0.0008665319158625007,-0.001813222369263845,-0.0009466904534013443,357
-0.0019995762520343963,-0.0025341978433365275,-0.0005346215913021313,358
-0.00484996610723798,-0.004475472029141003,0.0003744940780969763,359
-0.0034139721023774827,-0.003677677914143529,-0.00026370581176604624,360
