image_id,class,model,components,largest_component_fraction,small_component_fraction,hole_count,hole_area_fraction,perimeter_area_ratio,boundary_length,fragmentation_index,compactness,area_ratio_gt
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,1,sshr,2,0.8136544850498338,0.0,0,0.0,0.03578073089700997,1077,0.06644518270217767,3.0665852821533917,4.167243527620102
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+110,1,pixel,2,0.9860843870258383,0.0,1,0.010720175920835623,0.0497869708631116,1449,0.06871907639200142,5.740823901708999,4.0293506853108125
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,1,gcqm,5,0.33189625675768153,6.843221788818175e-05,0,0.0,0.061178402792034486,894,0.34216108920676036,4.35236981102399,2.2722749183641735
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,1,sshr,2,0.8838148040073923,0.0,0,0.0,0.045472230327789125,935,0.09726680279288648,3.3833583825626596,3.197325454828176
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,1,pixel,4,0.32772599833295446,0.0,0,0.0,0.06440857770705463,850,0.30309918897999605,4.356650995828122,2.0520914321256414
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,2,gcqm,1,1.0,0.0,1,2.811911256080758e-05,0.034249079099063634,1218,0.028119112552900734,3.319604333091354,0.81296148131215
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,2,sshr,2,0.9910177618693861,0.0,0,0.0,0.0290403187681502,860,0.06753562501940445,1.9874214207935879,0.6769687964338782
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+111,2,pixel,1,1.0,0.0,1,2.7043106712099086e-05,0.032370598734382604,1197,0.02704310670478579,3.0834365684535476,0.8453080352040233
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,1,gcqm,4,0.8816529123310609,0.0,0,0.0,0.04843918191603875,810,0.23920583647936497,3.122280772712222,3.183323814962878
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,1,sshr,3,0.9858219963940338,0.0,0,0.0,0.050647434846746435,618,0.2458613340060143,2.490783989732219,2.3228631258328574
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,1,pixel,4,0.8669154989903934,0.0,0,0.0,0.04986844520589855,815,0.24475310515526333,3.2342498952214718,3.111174566914144
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,2,gcqm,1,1.0,0.0,1,0.015214921982423626,0.039905541938183776,1335,0.029891791705060143,4.239402141028672,0.7446964806446587
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,2,sshr,1,1.0,0.0,0,0.0,0.030942223626691946,1175,0.026333807334930796,2.8932071062601175,0.8453130912895399
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+112,2,pixel,1,1.0,0.0,1,0.021813022788401856,0.03960630153991665,1340,0.029556941438962866,4.223370907336041,0.7531331389266077
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,1,gcqm,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,1,sshr,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,1,pixel,0,0.0,0.0,0,0.0,0.0,0,0.0,0.0,0.0
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,2,gcqm,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0299068106244098
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,2,sshr,1,1.0,0.0,0,0.0,0.017777423469387755,892,0.01992984693480352,1.261896709983536,1.0299273369185926
TCGA-EW-A1PB-DX1_xmin57214_ymin25940_MPP-0.2500+113,2,pixel,1,1.0,0.0,1,1.993024414549078e-05,0.01785749875435974,896,0.019930244141518637,1.2732649207101248,1.0299068106244098
